ident,type,latitude_deg,longitude_deg
00A,heliport,40.070985,-74.933689
00AA,small_airport,38.704022,-101.473911
00AK,small_airport,59.947733,-151.692524
00AL,small_airport,34.864799,-86.770302
00AN,small_airport,59.093287,-156.456699
00AS,small_airport,34.942803,-97.818019
00AZ,small_airport,34.305599,-112.165001
00CA,small_airport,35.354740,-116.885329
00CL,small_airport,39.427188,-121.763427
00CN,heliport,32.727374,-116.459742
00FA,small_airport,28.645500,-82.219002
00FL,small_airport,27.230900,-80.969200
00GA,small_airport,33.767502,-84.068298
00GE,heliport,33.887982,-84.736983
00HI,heliport,19.832881,-155.978347
00ID,small_airport,48.145302,-116.213997
00IG,small_airport,39.724028,-101.395994
00IL,small_airport,41.978401,-89.560402
00IN,heliport,41.511398,-87.260597
00IS,small_airport,40.025600,-89.122902
00KS,small_airport,38.727798,-94.930496
00KY,small_airport,37.409401,-84.619698
00LA,heliport,30.191944,-90.980833
00LL,heliport,39.665298,-89.705597
00LS,small_airport,30.136299,-92.429398
00MD,small_airport,38.757099,-75.753799
00MI,heliport,43.949402,-86.416702
00MN,small_airport,46.299999,-95.700302
00MO,small_airport,37.202801,-94.412399
00MT,heliport,45.675000,-110.525150
00N,small_airport,39.472998,-75.184346
00NC,small_airport,36.085201,-78.371399
00NJ,heliport,40.520901,-74.474602
00NK,seaplane_base,44.811861,-73.369806
00NR,heliport,35.594729,-75.470002
00NY,small_airport,42.895760,-77.495263
00OI,heliport,39.745091,-84.187278
00OK,small_airport,36.198598,-96.217693
00OR,heliport,44.932899,-123.129997
00PA,heliport,39.948898,-75.746902
00PN,small_airport,41.299500,-80.211111
00S,small_airport,44.181466,-122.086000
00SC,small_airport,34.009399,-80.267197
00SD,small_airport,44.809158,-96.498897
00TE,heliport,32.847599,-97.189499
00TS,small_airport,32.607601,-97.241997
00TT,small_airport,34.516606,-99.936940
00VA,small_airport,36.574964,-78.998437
00VI,small_airport,36.663300,-80.499496
00W,small_airport,46.672884,-117.441933
00WA,small_airport,47.178398,-122.772003
00WI,small_airport,44.304298,-89.050102
00WN,small_airport,46.250000,-117.249001
00WV,small_airport,38.828899,-79.866096
00WY,heliport,42.840361,-106.224443
00XA,small_airport,30.224000,-96.014170
01A,small_airport,62.940833,-152.269722
01AK,heliport,60.105874,-149.446249
01AL,small_airport,32.945999,-86.513901
01AN,small_airport,61.649095,-149.339025
01AR,heliport,34.047456,-94.354023
01AZ,heliport,34.607406,-111.860900
01CA,heliport,34.368241,-117.370059
01CL,small_airport,38.799900,-120.734001
01CO,heliport,39.245300,-106.246002
01CT,heliport,41.627300,-72.727501
01FA,small_airport,28.589399,-81.144203
01FD,heliport,28.666639,-81.369700
01FL,small_airport,28.781900,-81.159203
01GA,heliport,32.479301,-84.979103
01GE,small_airport,32.675106,-82.771055
01ID,small_airport,42.608200,-112.031998
01II,small_airport,39.884998,-86.506699
01IL,heliport,40.458599,-87.659500
01IN,heliport,40.130901,-85.695801
01IS,small_airport,39.016201,-90.318199
01J,small_airport,30.685568,-81.906346
01K,small_airport,37.036132,-97.585330
01KS,small_airport,38.540600,-97.003304
01KY,heliport,37.051701,-88.646896
01LA,small_airport,32.639000,-91.773697
01LL,small_airport,38.125801,-89.463898
01LS,small_airport,30.722478,-91.077372
01MA,heliport,42.625099,-71.180099
01MD,seaplane_base,38.999199,-76.456001
01ME,seaplane_base,46.778900,-68.500298
01MI,heliport,43.049500,-83.679703
01MN,seaplane_base,47.899601,-92.557404
01MO,heliport,38.641701,-90.484299
01MT,small_airport,48.789101,-114.879997
01MU,heliport,32.196747,-110.775142
01NC,small_airport,34.475300,-77.581398
01NH,small_airport,43.644500,-72.086998
01NJ,heliport,40.739956,-74.136128
01NM,small_airport,33.008611,-104.540278
01NR,heliport,34.196264,-77.919917
01NV,small_airport,38.763901,-119.027000
01NY,heliport,41.692415,-73.936830
01OH,heliport,39.497455,-84.313851
01OI,heliport,40.730267,-82.802022
01OL,small_airport,34.391667,-96.690833
01PN,small_airport,40.930599,-77.738899
01PS,small_airport,41.595901,-76.029602
01SC,small_airport,35.032101,-81.252800
01TA,closed,32.694867,-97.115964
01TE,small_airport,32.737598,-96.428001
01TN,small_airport,34.995899,-89.730598
01TT,heliport,29.012067,-95.402119
01U,small_airport,38.849785,-115.634987
01UT,small_airport,38.308300,-109.396004
01VA,small_airport,39.125000,-77.925003
01WA,heliport,46.663200,-123.811996
01WI,closed,44.009328,-90.389930
01WN,heliport,48.213402,-122.684998
01WT,heliport,47.518178,-122.210908
01WY,small_airport,44.348312,-104.810600
01XA,heliport,30.007222,-97.853333
01XS,heliport,32.020199,-95.745499
02AA,small_airport,61.506147,-149.912825
02AK,small_airport,61.876907,-150.097626
02AL,small_airport,30.371500,-87.764397
02AN,small_airport,59.704223,-151.295869
02CA,heliport,33.582500,-118.128998
02CD,small_airport,34.129601,-90.524002
02CL,small_airport,34.761101,-119.058998
02CO,small_airport,37.643299,-106.046997
02CT,heliport,41.919601,-72.444504
02FA,small_airport,28.526699,-81.874802
02FD,small_airport,30.950976,-86.635555
02GA,small_airport,34.202599,-83.429001
02GE,small_airport,34.175301,-84.924400
02HI,heliport,21.358390,-157.947890
02IA,heliport,42.056099,-93.877998
02ID,small_airport,44.555500,-115.305000
02II,small_airport,40.062302,-86.210503
02IN,small_airport,40.208900,-85.540802
02IS,heliport,42.274601,-87.957298
02KS,small_airport,39.221416,-96.057072
02KT,heliport,38.181441,-83.443319
02KY,heliport,38.190282,-84.906442
02LA,heliport,32.531491,-93.659939
02LS,heliport,30.148300,-91.918999
02MA,heliport,41.419601,-70.927002
02MD,small_airport,38.672544,-76.709739
02ME,small_airport,43.537467,-70.930685
02MI,small_airport,43.157101,-85.148499
02MO,small_airport,39.049999,-91.033501
02MS,small_airport,34.095701,-90.846131
02NE,small_airport,41.074501,-96.904503
02NH,seaplane_base,44.657101,-71.219101
02NJ,closed,40.557301,-74.467102
02NM,small_airport,32.090710,-108.870735
02NR,heliport,35.592197,-77.377372
02NV,small_airport,41.299551,-118.926709
02NY,heliport,43.132599,-75.655502
02OH,small_airport,41.376400,-83.083298
02OI,small_airport,41.801998,-80.565399
02OL,heliport,34.811412,-95.307727
02OR,small_airport,45.681499,-121.316002
02P,heliport,40.403596,-77.556602
02PA,heliport,40.438301,-79.769997
02PN,heliport,40.069599,-75.455200
02PR,small_airport,18.464924,-66.363773
02RI,heliport,41.457931,-71.304886
02SC,small_airport,32.760211,-81.225872
02T,small_airport,45.769100,-112.982002
02TA,heliport,28.722177,-95.875813
02TE,heliport,32.395401,-96.864197
02TN,small_airport,35.780355,-86.585521
02UT,small_airport,41.369336,-113.841019
02VA,small_airport,38.435699,-77.857201
02VG,heliport,36.638802,-82.116699
02WA,small_airport,47.152302,-122.094002
02WI,small_airport,45.031898,-92.655800
02WN,small_airport,48.745800,-119.319000
02XA,small_airport,33.591319,-95.882864
03AA,heliport,61.556055,-149.284527
03AK,seaplane_base,60.727222,-151.132782
03AL,heliport,34.662604,-86.046774
03AR,heliport,34.357601,-92.788498
03AZ,small_airport,31.430971,-110.088087
03CA,heliport,32.779484,-117.006952
03FA,small_airport,27.353100,-81.408096
03FL,closed,26.683716,-80.186561
03GA,small_airport,32.561626,-81.855090
03GE,heliport,34.523153,-83.975058
03ID,small_airport,44.793965,-116.531543
03II,small_airport,37.962002,-87.778900
03IL,small_airport,41.402302,-87.816704
03IN,small_airport,40.180000,-86.012497
03IS,heliport,38.904999,-90.173401
03KS,heliport,39.864700,-95.264099
03KY,small_airport,37.796085,-87.538590
03LA,heliport,30.199600,-91.127899
03LS,heliport,32.159000,-91.708000
03M,seaplane_base,44.320900,-69.889503
03MA,small_airport,42.393431,-72.551553
03MD,heliport,39.518427,-76.346022
03ME,small_airport,44.084251,-70.626905
03MI,heliport,43.550900,-83.862198
03MN,small_airport,43.625198,-95.224701
03MS,heliport,32.318802,-90.883202
03MT,small_airport,47.267327,-111.717480
03MU,small_airport,38.492500,-94.412498
03N,small_airport,11.222219,169.851429
03NC,small_airport,34.104236,-77.905855
03ND,small_airport,48.626400,-97.829002
03NE,small_airport,41.546398,-99.331200
03NH,heliport,42.815399,-71.124397
03NM,heliport,36.862377,-104.442853
03NR,heliport,35.630270,-78.503920
03NV,small_airport,40.584400,-115.297997
03NY,small_airport,40.958308,-72.717326
03OH,small_airport,41.416933,-83.018339
03OI,heliport,41.420312,-81.599552
03OK,small_airport,36.041259,-96.161517
03OL,small_airport,35.012334,-97.702735
03OR,small_airport,45.855400,-117.484001
03PA,heliport,40.162899,-75.465698
03PN,heliport,41.066861,-76.180806
03PR,small_airport,39.065931,-94.938417
03S,small_airport,45.401629,-122.228771
03SC,heliport,33.865002,-78.661903
03TE,small_airport,27.490812,-98.669615
03TN,heliport,35.922501,-83.579399
03TS,heliport,31.465800,-100.433970
03TT,small_airport,29.632117,-95.932481
03TX,heliport,29.580929,-95.305080
03UT,small_airport,37.114384,-109.990140
03WA,small_airport,47.408199,-117.372002
03WN,small_airport,45.875000,-120.669998
03WT,heliport,48.524894,-122.912394
03WY,small_airport,44.367943,-104.510586
03XA,heliport,31.757400,-106.346895
03XS,small_airport,31.318100,-100.753998
04AA,small_airport,60.535833,-150.811387
04AL,heliport,33.626400,-85.967201
04AN,small_airport,61.737511,-148.700724
04AR,heliport,34.574241,-92.586058
04CA,small_airport,34.566631,-117.670666
04CL,small_airport,33.081699,-116.441002
04CT,heliport,41.755100,-73.052399
04FA,small_airport,25.558701,-80.515099
04FD,heliport,27.929372,-82.336981
04FL,small_airport,29.240353,-81.222525
04GA,heliport,33.832365,-83.562335
04I,small_airport,39.911510,-83.188577
04IA,small_airport,41.088299,-92.054604
04ID,small_airport,43.877015,-116.538365
04IL,small_airport,40.637501,-89.007004
04IN,seaplane_base,41.701389,-85.113056
04IS,small_airport,40.178600,-88.569000
04KY,small_airport,37.135101,-85.789398
04LA,heliport,30.051001,-90.703848
04LS,heliport,30.446100,-91.105301
04MA,small_airport,42.810908,-71.140959
04MD,heliport,39.518101,-75.821404
04ME,small_airport,44.666698,-69.893898
04MI,small_airport,42.534500,-84.628304
04MN,small_airport,47.985802,-94.686897
04MS,small_airport,32.940537,-90.836683
04MT,small_airport,47.137498,-106.488095
04NC,heliport,35.739201,-78.782204
04NE,small_airport,41.160000,-101.299004
04NJ,small_airport,39.596802,-75.233498
04NR,heliport,34.775671,-77.392244
04NV,small_airport,35.755501,-115.665001
04NY,small_airport,42.262299,-73.696198
04OG,heliport,45.530833,-123.085556
04OK,heliport,36.115299,-97.079498
04OR,small_airport,44.749901,-120.200996
04PA,heliport,39.879299,-75.228798
04PN,heliport,40.030662,-75.630210
04SC,heliport,34.842188,-82.607140
04SD,heliport,44.993013,-101.243110
04TE,heliport,29.699687,-95.390690
04TN,small_airport,36.183300,-82.678902
04TS,heliport,30.553284,-97.605358
04TT,small_airport,29.713072,-99.545642
04TX,small_airport,31.732779,-97.369326
04UT,small_airport,37.006689,-110.794701
04V,small_airport,38.099083,-106.174389
04VA,heliport,36.898246,-82.078477
04VG,small_airport,37.706546,-77.201621
04VT,small_airport,44.401100,-72.263603
04W,small_airport,46.022800,-92.895401
04WA,small_airport,47.581795,-117.437131
04WI,small_airport,42.523399,-88.016701
04WN,small_airport,46.958350,-119.638640
04WV,heliport,39.653611,-79.956111
04XA,small_airport,33.283933,-98.402861
05AK,small_airport,61.668301,-149.188004
05AL,heliport,31.231199,-85.649696
05AN,small_airport,64.960472,-147.601092
05AR,small_airport,36.000633,-93.570250
05AZ,heliport,32.683452,-114.634346
05B,seaplane_base,47.158901,-67.931999
05CA,heliport,34.136516,-118.714685
05CL,small_airport,38.610699,-122.390999
05CO,small_airport,40.214984,-104.984423
05CT,heliport,41.773701,-73.116203
05FA,small_airport,30.918900,-86.218300
05FD,heliport,25.960899,-80.139198
05FL,small_airport,26.520180,-81.410310
05GA,small_airport,32.071400,-84.714401
05IA,small_airport,43.137501,-93.068298
05ID,small_airport,45.914101,-114.835999
05IL,small_airport,41.156700,-88.016701
05IN,small_airport,39.641998,-86.504204
05IS,small_airport,39.725899,-89.264000
05KS,small_airport,37.266201,-95.959198
05KT,small_airport,38.187091,-84.930110
05KY,small_airport,37.535750,-84.407303
05LA,small_airport,32.265301,-91.697800
05LL,heliport,41.749228,-87.935783
05LS,small_airport,31.252148,-92.475690
05M,heliport,34.719790,-97.214237
05MA,heliport,42.691200,-70.912300
05MD,small_airport,39.244232,-76.198661
05ME,small_airport,44.657001,-67.559196
05MI,heliport,42.236433,-83.276421
05MN,heliport,47.517500,-92.230278
05MS,heliport,32.329730,-90.162730
05MT,small_airport,45.815368,-111.152163
05NE,small_airport,41.722198,-98.308998
05NH,heliport,42.923901,-70.951401
05NJ,heliport,40.713385,-74.032030
05NR,small_airport,36.168415,-79.276908
05NV,small_airport,39.031100,-114.088219
05NY,heliport,43.551998,-76.090202
05OG,heliport,44.059531,-123.118951
05OH,small_airport,40.184513,-81.920564
05OI,small_airport,41.288399,-81.962601
05OR,small_airport,45.444280,-117.347220
05PA,heliport,39.954800,-75.178201
05PN,heliport,40.300098,-76.858002
05PS,small_airport,40.143075,-77.862210
05S,small_airport,45.851501,-123.241997
05TA,small_airport,29.809099,-96.265099
05TE,small_airport,30.722099,-97.791397
05TS,small_airport,33.129299,-97.358597
05TX,small_airport,32.128974,-97.404582
05V,small_airport,37.411098,-105.552002
05VA,small_airport,37.224201,-78.418602
05VT,heliport,45.013302,-73.086700
05WA,heliport,47.648201,-117.414001
05WI,small_airport,42.651100,-88.745903
05WN,small_airport,48.702222,-118.047500
05XA,heliport,35.863631,-101.970944
05XS,small_airport,33.079498,-91.561391
05Y,small_airport,46.303799,-95.439499
06AA,small_airport,60.540256,-150.813827
06AK,small_airport,61.627619,-149.575331
06AL,heliport,31.388399,-85.972397
06AR,small_airport,35.544498,-92.184898
06AZ,heliport,33.288443,-111.752236
06B,seaplane_base,44.907001,-68.805000
06CA,heliport,34.868942,-116.832024
06CL,heliport,34.157320,-118.288800
06CO,small_airport,37.385754,-103.691482
06CT,heliport,41.906843,-71.912765
06FA,small_airport,26.908400,-80.328903
06FD,small_airport,28.641701,-81.885002
06FL,heliport,27.953527,-82.806222
06GA,heliport,33.753399,-84.162102
06I,seaplane_base,38.433399,-86.691101
06IA,small_airport,41.841400,-91.834297
06ID,small_airport,43.462700,-116.359001
06IL,small_airport,41.599499,-88.869904
06IS,small_airport,40.546398,-91.274300
06KS,heliport,37.695801,-97.372498
06LA,heliport,29.846060,-90.032160
06LS,heliport,30.707899,-91.320198
06MA,heliport,42.690601,-71.609001
06MD,heliport,39.291401,-76.546303
06ME,heliport,44.415247,-70.844275
06MI,heliport,42.251025,-84.391319
06MO,small_airport,39.230598,-94.804398
06MT,small_airport,48.558696,-112.117095
06N,small_airport,41.431999,-74.391602
06NC,small_airport,34.827499,-78.930298
06ND,small_airport,46.748901,-101.668999
06NE,heliport,40.680000,-95.861702
06NH,small_airport,42.928398,-70.973099
06NV,small_airport,39.098333,-114.150277
06NY,small_airport,42.836797,-76.437614
06O1,heliport,41.114799,-80.656998
06OH,small_airport,41.509800,-80.591202
06OI,small_airport,39.734798,-84.382202
06OK,heliport,36.541698,-94.833603
06OR,small_airport,45.465099,-123.080002
06PA,small_airport,41.995792,-78.288152
06PN,heliport,40.382733,-76.772533
06PS,closed,40.402302,-79.921303
06TA,small_airport,30.908501,-97.116898
06TE,small_airport,30.312700,-95.026901
06TN,small_airport,35.696962,-86.957767
06TT,small_airport,30.860024,-100.201996
06TX,small_airport,30.057919,-95.812489
06VA,small_airport,38.249001,-78.855301
06WA,heliport,47.686298,-117.197998
06WN,small_airport,46.924999,-122.553001
06XA,small_airport,33.445914,-96.570790
06XS,small_airport,33.322933,-97.045019
06Y,small_airport,45.830002,-96.160599
07AA,small_airport,61.695964,-149.954903
07AL,heliport,31.125200,-85.979103
07AN,small_airport,62.825556,-149.910807
07AR,small_airport,35.194339,-92.802473
07B,small_airport,44.448002,-68.569702
07CL,small_airport,39.497700,-121.771004
07CO,small_airport,39.263599,-104.427002
07FA,medium_airport,25.325399,-80.274803
07GA,small_airport,33.674263,-83.764637
07GE,small_airport,31.555662,-83.278490
07I,seaplane_base,39.058701,-86.446098
07IA,small_airport,40.647888,-95.021350
07II,heliport,39.010601,-85.640800
07IN,small_airport,39.573700,-85.913902
07K,small_airport,41.112598,-98.051697
07KS,small_airport,37.734200,-96.936699
07KY,small_airport,38.080601,-85.693298
07LS,heliport,32.518250,-91.989093
07MA,heliport,41.917000,-70.709503
07MD,small_airport,39.608299,-77.051903
07ME,heliport,43.738300,-70.339203
07MI,closed,43.864178,-85.025411
07MN,small_airport,44.055000,-95.909500
07MO,small_airport,38.655553,-93.624458
07MT,small_airport,48.421101,-106.528000
07N,small_airport,40.016800,-77.003899
07NC,small_airport,34.833199,-80.751198
07NH,seaplane_base,43.175598,-72.063904
07NJ,heliport,40.793666,-73.994863
07NV,small_airport,39.102239,-114.053472
07NY,heliport,42.666401,-74.764999
07OK,small_airport,34.633400,-99.033699
07OR,small_airport,45.421799,-122.620003
07PN,small_airport,40.998889,-78.125278
07PR,heliport,18.489403,-67.026333
07TA,small_airport,29.240519,-95.344658
07TE,closed,27.721288,-97.512170
07TS,small_airport,30.625381,-97.571425
07TX,heliport,33.209980,-96.460390
07UT,small_airport,41.716667,-112.447222
07VA,small_airport,36.819599,-78.783096
07VT,small_airport,44.447201,-72.914703
07WA,heliport,47.651637,-117.424477
07WY,small_airport,44.960084,-106.105925
07XA,heliport,29.906488,-97.214397
07XS,heliport,32.542198,-97.391701
07Y,small_airport,46.955502,-93.596901
08AK,small_airport,61.568743,-149.725757
08AL,seaplane_base,30.243717,-87.754678
08AN,small_airport,61.704295,-149.212506
08AZ,heliport,33.417669,-111.838835
08B,small_airport,44.000000,-69.887100
08CA,heliport,38.695211,-120.826086
08CL,small_airport,37.858272,-120.552079
08CN,heliport,36.172031,-119.306181
08CO,small_airport,38.732498,-104.041000
08CT,seaplane_base,41.896000,-73.093102
08F,small_airport,34.531799,-96.233101
08FA,small_airport,26.579800,-81.483704
08FD,small_airport,27.363100,-80.772797
08FL,small_airport,27.084499,-81.328697
08G,closed,40.110901,-81.526199
08GA,small_airport,31.425800,-81.285896
08GE,heliport,32.169936,-81.453836
08ID,small_airport,43.569302,-116.777000
08II,heliport,41.645085,-85.426386
08IN,seaplane_base,41.223056,-85.830556
08IS,small_airport,37.977798,-89.202904
08KS,small_airport,39.034698,-97.580002
08KT,heliport,37.628414,-87.946994
08KY,small_airport,36.972599,-84.626099
08LA,heliport,29.952999,-90.182602
08LL,small_airport,41.074423,-88.488693
08LS,small_airport,30.408290,-92.033444
08MA,small_airport,42.293999,-71.496201
08MD,heliport,39.388411,-76.610815
08ME,small_airport,44.815390,-70.348510
08MI,heliport,42.734474,-84.536046
08MN,seaplane_base,47.669399,-93.054398
08MO,small_airport,37.395599,-94.283798
08MS,small_airport,34.661506,-89.869628
08MT,small_airport,47.065679,-108.809624
08N,small_airport,40.291801,-76.328796
08NC,small_airport,36.067600,-80.465599
08ND,small_airport,47.323101,-102.098000
08NE,small_airport,42.430484,-97.078731
08NH,heliport,44.061298,-71.135803
08NJ,heliport,40.762600,-74.304001
08NR,small_airport,35.217541,-82.426000
08NY,small_airport,41.368099,-74.505600
08OH,small_airport,41.291698,-80.563698
08OK,small_airport,34.931499,-95.258301
08OL,small_airport,35.408087,-98.605477
08OR,small_airport,42.838000,-121.115090
08PA,heliport,41.055358,-75.512039
08PN,heliport,40.045898,-76.280800
08R,small_airport,41.489498,-71.620598
08SD,heliport,43.325923,-98.345152
08TA,heliport,29.978420,-98.258418
08TN,small_airport,35.298914,-86.474357
08TT,small_airport,30.308803,-99.022228
08TX,small_airport,32.857890,-97.744303
08U,small_airport,41.515701,-115.860001
08UT,small_airport,38.335017,-109.135176
08VA,small_airport,37.554001,-79.749802
08XA,small_airport,30.479253,-96.504031
08XS,small_airport,29.108101,-95.777496
09AA,heliport,62.969888,-150.753750
09AK,small_airport,61.589361,-149.847333
09AL,heliport,32.842385,-87.890523
09AR,heliport,33.273201,-93.239899
09AZ,small_airport,31.924848,-110.040007
09CA,heliport,36.205514,-121.132541
09CL,small_airport,39.113800,-121.056999
09CN,heliport,36.182556,-119.313572
09CO,small_airport,38.055275,-103.650769
09FA,small_airport,27.245600,-81.413345
09FD,small_airport,28.671101,-82.087303
09FL,heliport,25.960056,-80.241806
09GA,small_airport,31.120995,-83.670630
09I,seaplane_base,48.605801,-93.370796
09IA,small_airport,41.745441,-92.411547
09ID,small_airport,45.103901,-114.855003
09II,small_airport,38.447300,-86.445000
09IN,small_airport,41.123265,-85.424960
09IS,heliport,42.264999,-89.074303
09KS,small_airport,38.707001,-95.138298
09KY,heliport,38.238998,-85.639397
09LA,heliport,29.126972,-90.206659
09LL,small_airport,42.468102,-88.743202
09LS,heliport,30.824400,-91.384598
09MA,small_airport,42.304298,-71.505898
09MD,heliport,39.576412,-79.372047
09ME,small_airport,43.340801,-70.854698
09MI,heliport,42.708099,-84.560799
09MO,small_airport,37.378399,-93.363297
09MT,small_airport,45.909346,-113.763183
09N,small_airport,41.832600,-73.875999
09NC,small_airport,35.329300,-79.029999
09NE,small_airport,41.333302,-96.193604
09NJ,heliport,40.653702,-74.686501
09NR,small_airport,35.650122,-79.650311
09NV,heliport,35.979689,-115.150183
09NY,heliport,41.928902,-74.048897
09OH,heliport,39.854128,-84.270615
09OK,small_airport,36.354500,-95.863899
09OR,heliport,45.587235,-121.163827
09PA,small_airport,40.827000,-77.988098
09PN,heliport,40.562000,-75.142700
09S,small_airport,48.840900,-117.283997
09TA,small_airport,33.280768,-97.496703
09TE,small_airport,32.262923,-97.863764
09TN,heliport,35.941700,-83.944000
09TS,small_airport,29.482401,-103.165001
09TX,small_airport,30.737626,-102.023320
09VA,small_airport,36.976501,-80.493896
09VG,heliport,38.090801,-78.985001
09W,heliport,38.868612,-77.008367
09WA,heliport,47.710400,-117.406998
09WI,small_airport,44.003601,-91.307602
09XS,heliport,29.433001,-98.492203
09Y,seaplane_base,44.816601,-93.015503
0AA6,heliport,59.403055,-136.013611
0AA7,small_airport,60.491537,-151.235253
0AK0,small_airport,64.392140,-146.861823
0AK1,small_airport,61.616966,-149.320893
0AK2,small_airport,61.725556,-150.678611
0AK3,small_airport,62.035900,-150.494003
0AK5,small_airport,61.355352,-142.731832
0AK6,small_airport,61.801080,-147.945156
0AK7,small_airport,59.776005,-150.963285
0AK9,small_airport,61.332600,-150.059006
0AL0,heliport,34.688400,-86.588898
0AL1,small_airport,30.443899,-87.656898
0AL2,heliport,33.275002,-85.833298
0AL3,heliport,31.430599,-86.940300
0AL4,heliport,34.442141,-85.755793
0AL5,small_airport,31.032200,-87.252800
0AL6,heliport,31.127199,-87.073303
0AL7,heliport,34.008301,-85.965302
0AL8,heliport,33.463902,-86.773102
0AL9,small_airport,34.850546,-87.633513
0AR0,heliport,36.181509,-94.137252
0AR2,small_airport,35.188530,-90.303590
0AR4,heliport,36.409290,-94.460050
0AR5,heliport,35.836201,-90.701797
0AR6,heliport,34.481499,-93.030998
0AR8,heliport,33.948840,-93.880240
0AR9,heliport,36.400101,-93.743500
0AZ0,heliport,33.481187,-112.039760
0AZ2,small_airport,33.778166,-113.640625
0AZ4,small_airport,32.982300,-112.287003
0AZ5,small_airport,33.865944,-112.603265
0AZ6,heliport,33.482963,-112.079301
0B2,small_airport,44.763699,-68.767799
0B7,small_airport,44.117724,-72.826867
0C1,small_airport,39.487801,-94.780502
0C2,small_airport,41.770901,-88.703400
0C5,small_airport,43.575666,-85.284182
0C7,small_airport,41.521999,-89.132599
0C8,small_airport,41.518850,-88.605079
0C9,heliport,40.638199,-74.975700
0CA2,heliport,34.049778,-118.456257
0CA3,small_airport,34.587502,-120.013000
0CA4,small_airport,34.622200,-120.065002
0CA5,small_airport,33.143101,-116.745003
0CA6,small_airport,32.749444,-116.016111
0CA9,small_airport,35.592797,-120.338058
0CD0,heliport,38.745155,-108.047973
0CD1,heliport,40.261092,-103.796339
0CD2,small_airport,38.652500,-104.234001
0CD4,heliport,40.146301,-104.887001
0CD5,small_airport,37.490501,-104.143997
0CD6,heliport,39.970843,-105.087410
0CD7,small_airport,40.003917,-105.071850
0CD8,heliport,38.071098,-102.609001
0CD9,heliport,39.603100,-105.091003
0CL0,small_airport,37.118000,-119.913002
0CL1,small_airport,34.569401,-117.556000
0CL3,small_airport,32.633457,-116.890565
0CL4,heliport,34.157179,-118.254637
0CL5,heliport,33.670601,-117.858002
0CL6,small_airport,34.694584,-118.277106
0CL7,heliport,34.054901,-118.264967
0CL8,small_airport,35.591104,-117.631323
0CL9,heliport,33.741100,-117.151001
0CN1,small_airport,37.452178,-120.764758
0CN2,small_airport,39.228622,-121.688265
0CO0,heliport,40.181606,-105.124774
0CO1,small_airport,40.033298,-105.124001
0CO2,small_airport,38.851918,-106.928341
0CO4,heliport,40.589901,-105.045998
0CO6,small_airport,38.219398,-108.212997
0CO7,heliport,40.585499,-105.040001
0CO8,small_airport,40.208302,-105.013000
0CO9,small_airport,37.658298,-106.033997
0CT0,heliport,41.881232,-73.480699
0CT1,heliport,41.484798,-72.756203
0CT2,heliport,41.716999,-72.225899
0CT3,heliport,41.661598,-72.787903
0CT4,heliport,41.506199,-72.939796
0CT5,heliport,41.774502,-72.698997
0CT6,heliport,41.596802,-72.704498
0CT7,heliport,41.188408,-73.166700
0CT8,heliport,41.405297,-73.445165
0CT9,heliport,41.754501,-72.678703
0D7,small_airport,40.790600,-83.829102
0D9,small_airport,44.958035,-84.958859
0E9,small_airport,40.754734,-93.242447
0FA0,heliport,25.817340,-80.340416
0FA1,small_airport,27.303900,-81.880403
0FA2,heliport,30.119424,-83.592746
0FA3,heliport,27.075744,-81.071125
0FA5,seaplane_base,28.572778,-81.628611
0FA6,heliport,26.398410,-81.414667
0FD0,small_airport,29.267570,-81.223331
0FD1,heliport,30.213844,-85.871916
0FD2,heliport,25.960055,-80.240248
0FD3,small_airport,30.496401,-86.093803
0FD5,small_airport,30.820200,-86.344398
0FD6,seaplane_base,27.907499,-80.486397
0FD9,small_airport,30.652100,-86.109398
0FL0,small_airport,26.707834,-81.175549
0FL1,heliport,27.938050,-82.460367
0FL2,seaplane_base,28.787800,-81.164200
0FL3,heliport,29.602800,-82.981697
0FL4,closed,30.704999,-85.378304
0FL5,closed,28.458599,-81.349701
0FL6,small_airport,27.806199,-82.141365
0FL7,heliport,28.610300,-81.419403
0FL8,seaplane_base,30.193899,-81.681900
0FL9,small_airport,26.393051,-81.028740
0G0,small_airport,43.103199,-78.703300
0G5,seaplane_base,47.826300,-90.383500
0GA0,small_airport,33.356201,-84.367104
0GA1,small_airport,34.477901,-82.897102
0GA2,small_airport,34.377899,-82.945702
0GA3,small_airport,33.770100,-85.060799
0GA4,small_airport,33.812901,-83.505699
0GA5,heliport,34.454800,-84.289101
0GA6,small_airport,33.733398,-83.818802
0GA8,small_airport,30.880310,-83.414443
0GA9,small_airport,32.713902,-84.027496
0GE0,small_airport,33.782101,-84.800797
0GE1,small_airport,31.665501,-83.447098
0GE3,small_airport,34.904701,-85.459702
0GE4,small_airport,33.331402,-84.266701
0GE5,small_airport,34.561798,-83.713501
0GE7,small_airport,33.520302,-82.372498
0GE9,small_airport,32.693901,-81.798599
0H7,small_airport,40.421600,-91.706299
0I2,small_airport,39.476700,-87.099701
0IA,seaplane_base,41.284675,-85.703814
0IA0,heliport,41.316898,-93.096001
0IA1,heliport,42.058300,-94.868301
0IA2,heliport,41.715500,-94.938599
0IA4,small_airport,41.027897,-91.063442
0IA5,small_airport,40.872200,-93.262703
0IA7,heliport,41.038898,-94.466904
0IA8,small_airport,42.228001,-91.750999
