ident,type,latitude_deg,longitude_deg
SI-0019,small_airport,45.557193,13.913040
SI-0020,small_airport,46.043150,14.615308
SI-0021,small_airport,45.777647,14.388172
SI-0022,small_airport,46.008708,15.038019
SI-0023,small_airport,46.623795,14.954946
SI-0024,small_airport,46.142412,14.998541
SI-0025,small_airport,46.250170,14.997060
SI-0026,small_airport,46.089601,14.647086
SI-0027,small_airport,45.912200,15.002560
SI-0028,heliport,46.055120,14.520730
SI-0029,heliport,46.551170,15.649110
SI-0030,heliport,46.234150,15.261190
SI-0031,heliport,45.544200,13.688670
SI07,small_airport,-19.761892,-55.599967
SI0M,heliport,-20.126936,-44.214253
SI10,heliport,-24.200603,-50.755267
SI11,small_airport,-19.321077,-52.278666
SI12,heliport,-26.509239,-49.114233
SI13,small_airport,-19.876538,-48.496700
SI14,heliport,-10.225856,-48.312086
SI15,small_airport,-7.252011,-44.739956
SI16,small_airport,-10.663468,-55.754765
SI17,small_airport,-13.998759,-45.578726
SI18,heliport,-11.365614,-47.561381
SI19,small_airport,-9.463290,-56.438156
SI1A,heliport,-20.558998,-47.381037
SI1B,small_airport,-12.786831,-56.084352
SI1C,heliport,-23.079985,-48.622765
SI1D,heliport,-21.580078,-46.748819
SI1E,small_airport,-3.138447,-48.928334
SI1G,heliport,-22.808114,-42.490614
SI1H,small_airport,-18.763325,-50.243790
SI1I,heliport,-18.453750,-50.461208
SI1J,heliport,-21.998653,-44.672539
SI1K,small_airport,-22.811536,-53.030670
SI1L,small_airport,-9.000833,-49.563611
SI1M,heliport,-22.644244,-42.414833
SI1N,small_airport,-16.720458,-47.233597
SI1P,heliport,-28.672551,-49.353800
SI1Q,small_airport,-14.512409,-46.524840
SI1R,heliport,-7.540128,-46.041611
SI1S,small_airport,-15.604790,-42.944892
SI1T,small_airport,-13.593792,-53.499175
SI1U,small_airport,-16.694991,-51.001565
SI1V,small_airport,-13.469808,-45.549581
SI1W,small_airport,-17.920194,-49.699556
SI1X,heliport,-26.244281,-48.885022
SI1Y,small_airport,-23.261422,-48.861703
SI1Z,small_airport,-11.469823,-47.290529
SI22,small_airport,-18.303983,-55.651875
SI23,small_airport,-14.504167,-55.492778
SI24,small_airport,-20.138056,-52.978333
SI25,small_airport,-5.980000,-58.539722
SI26,small_airport,-9.008245,-50.997537
SI27,small_airport,-18.622638,-54.712653
SI28,heliport,-8.847778,-36.166944
SI29,small_airport,-17.276944,-45.352500
SI2A,small_airport,-15.841423,-46.510593
SI2B,small_airport,-5.544444,-42.828333
SI2C,small_airport,-17.491189,-54.162823
SI2D,small_airport,1.353298,-56.130524
SI2F,small_airport,-8.649806,-50.874767
SI2G,small_airport,-9.725556,-49.779444
SI2H,small_airport,1.439680,-55.659356
SI2J,small_airport,-21.950907,-57.915587
SI2K,small_airport,-1.697482,-46.769528
SI2L,heliport,-22.449722,-42.977222
SI2M,heliport,-23.099955,-52.470320
SI2N,small_airport,-16.025008,-51.720011
SI2O,small_airport,-14.887378,-40.738261
SI2P,small_airport,-15.638079,-51.572188
SI2Q,small_airport,-12.992201,-52.639757
SI2R,small_airport,-18.575294,-57.212387
SI2S,small_airport,-11.098286,-56.470851
SI2T,small_airport,-19.155455,-48.390518
SI2U,heliport,-16.068611,-47.961667
SI2V,small_airport,-10.531944,-55.558641
SI2W,small_airport,-15.950278,-60.113056
SI2X,small_airport,-20.613978,-56.559725
SI2Y,small_airport,-4.731317,-47.956977
SI2Z,small_airport,-20.103342,-57.299144
SI32,small_airport,-12.102825,-52.887948
SI33,small_airport,-11.266389,-52.323889
SI34,small_airport,0.851175,-54.650278
SI36,small_airport,-21.166667,-53.165278
SI37,small_airport,-18.784733,-54.820279
SI38,small_airport,0.583874,-54.209777
SI39,small_airport,-17.301743,-44.250241
SI3A,small_airport,-20.181194,-52.979625
SI3C,small_airport,-10.458889,-56.343611
SI3D,small_airport,-6.015833,-58.077222
SI3E,small_airport,-21.217778,-56.539167
SI3F,small_airport,-21.297685,-56.286704
SI3G,heliport,-19.898056,-44.069444
SI3H,heliport,-26.951944,-48.633056
SI3I,heliport,-23.325964,-47.559822
SI3J,heliport,-21.513889,-47.024444
SI3K,small_airport,-4.282225,-47.146033
SI3L,small_airport,-20.088889,-53.391667
SI3N,small_airport,-5.253333,-43.581111
SI3P,small_airport,-18.948056,-39.976667
SI3Q,small_airport,-3.560527,-50.634388
SI3R,small_airport,-12.676389,-46.211667
SI3S,heliport,-26.441162,-49.059319
SI3T,small_airport,-19.594722,-53.525556
SI3U,small_airport,-15.424236,-50.748373
SI3V,small_airport,-8.343333,-44.438611
SI3W,small_airport,-23.487472,-55.290917
SI3X,small_airport,-10.796956,-45.628742
SI3Y,small_airport,-29.399722,-55.234444
SI3Z,small_airport,2.495833,-61.730000
SI42,small_airport,-18.855467,-46.593615
SI43,small_airport,-10.834444,-54.780556
SI44,small_airport,-11.384096,-52.499706
SI46,small_airport,-20.143639,-47.555832
SI47,small_airport,-4.722287,-46.259706
SI48,small_airport,-10.043254,-53.868317
SI49,heliport,-23.623569,-46.701591
SI4A,heliport,-29.218889,-51.171667
SI4D,small_airport,-9.845779,-57.808016
SI4F,small_airport,-11.283333,-58.639444
SI4G,heliport,-20.205000,-43.985833
SI4H,small_airport,-13.722581,-53.092983
SI4I,small_airport,-8.256536,-46.616131
SI4J,heliport,-15.853778,-47.861902
SI4K,small_airport,-1.794319,-48.792022
SI4L,heliport,-22.929722,-46.941389
SI4M,small_airport,-12.565232,-45.874972
SI4Q,small_airport,-12.545945,-60.870920
SI4T,heliport,-22.708850,-42.670780
SI4U,small_airport,-16.843984,-47.362160
SI4V,small_airport,-10.960000,-54.228056
SI4W,heliport,-20.204152,-40.271815
SI4X,small_airport,-15.457928,-41.593850
SI4Y,small_airport,-21.150870,-56.795467
SI4Z,small_airport,-24.638918,-53.654900
SI5A,small_airport,-6.659883,-56.196381
SI5R,small_airport,-9.098301,-49.668026
SI62,small_airport,-14.865671,-53.881941
SI63,small_airport,-10.025434,-44.316395
SI64,small_airport,-19.369444,-53.223056
SI66,small_airport,-18.104903,-57.199942
SI67,small_airport,-8.187222,-45.431389
SI68,small_airport,-13.732170,-57.891791
SI69,heliport,-26.884340,-49.145145
SI6B,heliport,-23.295250,-51.319675
SI6C,heliport,-19.881618,-44.030065
SI6D,small_airport,-10.409722,-55.729167
SI6E,small_airport,-8.089248,-49.975491
SI6F,small_airport,-11.125128,-49.118750
SI6G,heliport,-12.578850,-38.013450
SI6H,small_airport,-13.432500,-49.634722
SI6I,small_airport,-9.344164,-44.921831
SI6J,small_airport,-17.874220,-46.060679
SI6K,small_airport,-13.166967,-53.851483
SI6L,small_airport,-11.640686,-61.081316
SI6M,small_airport,-10.294167,-46.550556
SI6N,small_airport,-11.163762,-56.911765
SI6P,small_airport,-3.115556,-47.529722
SI6Q,small_airport,-18.467778,-51.109167
SI6R,small_airport,-11.034233,-56.622559
SI6S,small_airport,-2.893352,-40.505379
SI6T,small_airport,-13.844200,-57.192900
SI6U,small_airport,-7.066386,-37.350571
SI6V,small_airport,0.611328,-55.976747
SI6W,heliport,-6.863569,-50.465642
SI6X,heliport,-8.275738,-34.996247
SI6Y,heliport,-23.307681,-49.513125
SI6Z,heliport,-19.494480,-42.564420
SI72,small_airport,-23.188611,-51.801389
SI73,small_airport,-17.654177,-45.025261
SI76,small_airport,-22.046111,-57.043889
SI77,small_airport,-16.621395,-58.235404
SI78,small_airport,-0.516359,-61.786672
SI79,small_airport,-13.337474,-52.839561
SI7A,small_airport,-8.441991,-43.858564
SI7B,small_airport,-6.569490,-48.212120
SI7C,small_airport,-8.689444,-61.406944
SI7D,small_airport,-15.248889,-54.133056
SI7F,small_airport,-14.153958,-57.258375
SI7G,small_airport,-22.336858,-54.184656
SI7H,small_airport,-22.543333,-47.232500
SI7I,small_airport,-12.614590,-54.547790
SI7J,small_airport,-22.046944,-56.437222
SI7K,small_airport,-9.901643,-57.355872
SI7M,small_airport,-16.181386,-46.617741
SI7N,small_airport,-14.933899,-53.884436
SI7O,small_airport,-12.881111,-56.061389
SI7P,small_airport,3.259257,-60.362473
SI7Q,small_airport,-13.518333,-55.079722
SI7R,small_airport,-14.353427,-57.920433
SI7S,small_airport,-19.680229,-52.894262
SI7T,small_airport,-9.703317,-36.322548
SI7U,small_airport,0.921667,-55.760278
SI7V,small_airport,-10.219167,-54.978889
SI7W,heliport,-15.525248,-48.407077
SI7X,small_airport,-9.246739,-49.395683
SI7Y,small_airport,-12.544547,-55.668347
SI7Z,small_airport,-10.263483,-56.053637
SI82,small_airport,-18.964722,-53.236944
SI84,heliport,-13.958889,-38.970833
SI86,heliport,-22.422778,-43.881389
SI87,heliport,-16.000987,-49.726366
SI88,small_airport,-17.422222,-50.086111
SI89,small_airport,-1.703611,-56.068333
SI8A,small_airport,-20.099065,-55.478858
SI8C,small_airport,-14.315991,-45.811631
SI8D,heliport,-20.927235,-46.983187
SI8E,small_airport,-19.501667,-51.018611
SI8G,small_airport,-13.075833,-55.054722
SI8H,small_airport,-10.690000,-54.661667
SI8I,small_airport,-13.117184,-52.514473
SI8K,heliport,-19.328889,-43.913333
SI8M,small_airport,-10.900962,-37.632292
SI8N,small_airport,-19.271667,-50.291389
SI8O,heliport,-23.084019,-44.241786
SI8P,small_airport,-10.633889,-45.490278
SI8Q,small_airport,-11.536012,-46.138744
SI8R,small_airport,-10.930164,-46.049491
SI8S,heliport,-23.472906,-46.639722
SI8T,small_airport,-28.243611,-53.522500
SI8U,small_airport,-18.642790,-56.475822
SI8V,small_airport,-9.403889,-65.715000
SI8W,small_airport,-3.041369,-41.396292
SI8X,small_airport,-12.617159,-46.834564
SI8Y,small_airport,-15.545631,-56.594236
SI8Z,small_airport,-7.712916,-55.213857
SI92,small_airport,-10.965618,-51.978638
SI93,small_airport,-17.874599,-39.904232
SI94,small_airport,-9.784491,-53.601028
SI96,small_airport,-12.258056,-56.442500
SI97,small_airport,-9.136451,-45.886406
SI98,heliport,-2.738889,-42.837500
SI9A,small_airport,-17.758889,-53.040000
SI9C,small_airport,-19.648889,-55.845000
SI9D,heliport,-22.819109,-43.326140
SI9E,small_airport,-10.746344,-57.986018
SI9F,small_airport,-10.430142,-58.292690
SI9G,small_airport,-23.076944,-55.229722
SI9H,heliport,-16.331440,-48.952810
SI9I,small_airport,-29.843613,-50.675740
SI9J,small_airport,-16.313333,-41.492778
SI9K,small_airport,-14.821743,-52.732788
SI9L,small_airport,-2.867059,-45.708229
SI9M,small_airport,-16.993302,-45.712289
SI9N,small_airport,-19.659444,-56.331944
SI9O,small_airport,-21.029639,-50.594008
SI9P,heliport,-16.314750,-49.040750
SI9Q,small_airport,-13.282943,-46.013271
SI9R,small_airport,-17.401499,-42.110845
SI9S,small_airport,-10.652500,-62.896667
SI9T,small_airport,-13.263333,-55.300000
SI9U,small_airport,-1.145278,-53.723333
SI9V,small_airport,-11.871620,-61.989122
SI9W,small_airport,-12.660075,-54.809994
SI9X,small_airport,-11.933590,-56.154309
SI9Y,small_airport,-18.066521,-56.556598
SI9Z,small_airport,-24.203882,-52.982906
SIA2,heliport,-12.388889,-38.740833
SIA4,heliport,-2.509680,-43.247541
SIA6,small_airport,-4.862086,-43.188097
SIA7,small_airport,3.975674,-61.382939
SIA9,small_airport,-15.591275,-59.263089
SIAD,small_airport,-21.010744,-57.353032
SIAE,heliport,-22.786123,-45.170825
SIAF,small_airport,-13.741112,-58.885555
SIAK,heliport,-23.729557,-46.549850
SIAM,small_airport,-20.697327,-48.286419
SIAN,heliport,-30.030145,-51.220483
SIAP,small_airport,-31.734420,-54.089186
SIAQ,small_airport,-15.506389,-56.098333
SIAV,heliport,-23.564818,-46.830227
SIAW,small_airport,-3.739167,-47.516389
SIB3,small_airport,-20.304436,-56.828096
SIB4,small_airport,-13.345067,-54.487507
SIB6,small_airport,-9.266427,-46.127410
SIB7,small_airport,-24.467597,-52.884557
SIB8,small_airport,-10.204176,-52.274173
SIB9,small_airport,-13.156326,-60.802560
SIBB,heliport,-23.564447,-46.652147
SIBC,small_airport,-21.878126,-41.294775
SIBE,heliport,-3.719069,-38.531810
SIBG,heliport,-23.564443,-46.655810
SIBH,heliport,-23.546808,-46.737117
SIBI,heliport,-24.002906,-46.289102
SIBL,heliport,-1.437548,-48.458613
SIBM,heliport,-23.617060,-46.580575
SIBO,small_airport,-24.261562,-52.794753
SIBS,heliport,-23.798586,-45.400049
SIBT,heliport,-22.732279,-47.286208
SIBU,small_airport,-6.362530,-37.756199
SIBV,small_airport,-21.450333,-54.489515
SIBW,small_airport,-7.558230,-38.496498
SIBX,small_airport,-21.091756,-50.243780
SIBY,small_airport,-7.878240,-37.139999
SIBZ,small_airport,-7.311660,-38.112701
SIC,small_airport,8.262200,-79.078000
SIC1,heliport,-23.368855,-52.008618
SIC2,heliport,-26.811817,-48.658611
SIC3,small_airport,-12.598703,-55.885036
SIC4,heliport,-13.980278,-49.178056
SIC6,heliport,-23.641736,-47.376911
SIC7,heliport,-20.475111,-53.666286
SIC8,heliport,-21.234239,-43.082422
SIC9,heliport,-26.914833,-49.094476
SICC,heliport,-22.388897,-47.284389
SICD,heliport,-21.578516,-41.446268
SICG,heliport,-23.520831,-46.762957
SICJ,small_airport,-13.462628,-58.778328
SICK,small_airport,-17.680607,-42.529430
SICL,heliport,-22.985219,-44.438835
SICM,small_airport,-21.539444,-52.111745
SICN,small_airport,-22.506518,-51.816696
SICO,small_airport,-13.325756,-56.049893
SICP,small_airport,-23.972223,-51.327891
SICQ,small_airport,-15.554542,-55.690899
SICS,heliport,-15.775001,-47.906113
SICT,heliport,-22.996694,-47.106392
SICV,heliport,-24.000583,-46.293569
SICW,small_airport,-17.453632,-47.825008
SICX,heliport,-12.983928,-38.453608
SICY,small_airport,-28.108334,-53.196388
SICZ,heliport,-23.573334,-46.655443
SID2,heliport,-26.838989,-49.228267
SID3,small_airport,-11.992130,-51.190147
SID4,small_airport,2.650533,-61.462678
SID6,small_airport,-12.750189,-56.578083
SID7,small_airport,-14.222938,-50.152229
SID8,small_airport,-23.153056,-51.867778
SID9,small_airport,-13.066050,-55.819036
SIDA,heliport,-23.594393,-46.683674
SIDB,small_airport,-4.271026,-42.999634
SIDE,heliport,-23.511391,-46.704370
SIDI,heliport,-19.829464,-43.630353
SIDJ,small_airport,-8.948639,-50.513596
SIDL,heliport,-23.555766,-46.624893
SIDM,small_airport,-15.036799,-52.099529
SIDQ,heliport,-23.016471,-44.291110
SIDR,small_airport,-19.837257,-56.703293
SIDT,heliport,-22.909493,-43.179365
SIDV,heliport,-20.253310,-44.770421
SIDW,small_airport,-13.004636,-56.087606
SIDX,heliport,-27.572937,-48.531638
SIDY,small_airport,-24.077710,-51.819447
SIE2,small_airport,-13.164972,-56.176833
SIE3,small_airport,-9.060556,-59.120047
SIE6,small_airport,-18.793827,-56.905176
SIE7,heliport,-23.621772,-46.969446
SIE8,small_airport,-7.896550,-56.684725
SIE9,heliport,-27.150112,-51.601914
SIEA,small_airport,-21.466359,-50.798560
SIED,small_airport,-15.450541,-43.402595
SIEF,small_airport,-20.572287,-54.716721
SIEH,heliport,-8.033757,-34.871188
SIEJ,small_airport,-9.942937,-57.485956
SIEL,small_airport,-16.589899,-57.727698
SIEP,heliport,-23.501068,-46.646276
SIEQ,small_airport,-13.306521,-56.573196
SIER,heliport,-22.632926,-47.686898
SIES,heliport,-23.768939,-45.633259
SIEU,heliport,-22.373442,-48.693080
SIEV,small_airport,-20.767219,-56.706834
SIEW,small_airport,-7.988060,-61.050532
SIEX,small_airport,-19.010015,-50.431983
SIEY,heliport,-19.953755,-43.912665
SIF2,small_airport,-14.340083,-60.190672
SIF3,small_airport,-16.456095,-58.292987
SIF4,heliport,-23.503298,-46.856227
SIF6,small_airport,-12.073611,-63.661944
SIF7,small_airport,-15.625877,-58.804441
SIF8,small_airport,-12.607222,-44.728611
SIF9,small_airport,-8.352933,-48.487526
SIFA,small_airport,-19.791055,-56.476336
SIFB,heliport,-23.223580,-44.685366
SIFG,heliport,-19.935278,-43.924442
SIFI,heliport,-3.093079,-60.020880
SIFK,heliport,-22.508082,-43.193822
SIFP,heliport,-24.524704,-47.850641
SIFQ,small_airport,-29.044699,-51.143836
SIFT,small_airport,-16.144278,-60.120170
SIFU,small_airport,-22.415472,-43.774735
SIFV,small_airport,-19.825829,-40.102168
SIFW,small_airport,-17.719113,-56.996706
SIFY,small_airport,-21.777778,-57.496389
SIFZ,heliport,-23.577813,-46.694350
SIG2,small_airport,-23.013259,-45.679296
SIG3,small_airport,-14.835700,-40.761100
SIG4,small_airport,-6.487057,-54.897358
SIG6,small_airport,2.593325,-61.441247
SIG7,small_airport,-8.564425,-49.108272
SIG8,small_airport,-8.304505,-45.556082
SIG9,small_airport,-4.321667,-50.973333
SIGB,heliport,-28.042989,-48.625692
SIGC,heliport,-24.975702,-47.945434
SIGE,heliport,-8.172905,-35.638233
SIGI,heliport,-16.681998,-49.255995
SIGJ,heliport,-22.920117,-43.211594
SIGK,heliport,-23.446839,-46.444563
SIGN,small_airport,-15.571389,-53.233612
SIGO,small_airport,-13.336665,-53.957779
SIGP,heliport,-22.909286,-43.181956
SIGQ,heliport,-22.499642,-44.081687
SIGS,small_airport,-17.162222,-46.660000
SIGT,small_airport,-23.989445,-49.179169
SIGU,small_airport,-19.815147,-53.827834
SIGV,heliport,-23.523759,-46.662530
SIGX,small_airport,-11.198073,-58.235682
SIGY,small_airport,-7.502616,-44.198505
SIGZ,heliport,-23.617111,-46.698911
SIH2,small_airport,-12.282074,-48.673114
SIH3,small_airport,-14.211406,-51.122950
SIH4,heliport,-26.477711,-49.054189
SIH6,small_airport,0.578889,-50.335000
SIH7,heliport,-23.539349,-46.874047
SIH8,small_airport,-13.004973,-55.964510
SIH9,heliport,-27.369475,-51.606383
SIHB,small_airport,-5.455833,-46.062500
SIHC,heliport,-20.293511,-40.312475
SIHD,heliport,-23.598422,-46.622382
SIHI,small_airport,-6.620254,-48.995762
SIHJ,small_airport,-10.108056,-48.326389
SIHK,heliport,-23.569052,-46.645632
SIHL,heliport,-22.979780,-43.409434
SIHM,heliport,-3.810950,-38.434242
SIHO,heliport,-23.284104,-47.290939
SIHQ,heliport,-15.829291,-48.028860
SIHS,heliport,-23.773056,-46.592220
SIHT,heliport,-23.002130,-44.353148
SIHW,small_airport,-21.211237,-47.865781
SIHX,heliport,-12.987727,-38.450872
SIHZ,heliport,-8.431876,-34.981370
SII2,small_airport,-0.980147,-48.289400
SII3,small_airport,-14.074208,-50.283450
SII4,small_airport,-17.240872,-46.282036
SII6,small_airport,-15.110392,-50.629858
SII7,heliport,-2.929736,-41.334283
SII8,small_airport,-7.874319,-45.751614
SII9,small_airport,-14.017783,-54.638508
SIIA,small_airport,-11.700000,-58.218056
SIIB,heliport,-23.379999,-46.606388
SIIC,heliport,-23.243658,-44.595978
SIID,small_airport,-6.819947,-56.841396
SIIE,small_airport,-20.891107,-53.406103
SIIG,small_airport,-22.359959,-51.101661
SIIH,heliport,-23.566623,-46.686423
SIII,small_airport,-20.433126,-48.225367
SIIJ,small_airport,-21.260487,-56.568099
SIIK,small_airport,-20.721889,-53.687986
SIIM,small_airport,-18.803423,-54.851448
SIIN,small_airport,-7.594391,-56.699019
SIIO,heliport,-23.005142,-44.465758
SIIP,heliport,-22.977222,-46.703888
SIIR,heliport,-23.583998,-46.675576
SIIS,small_airport,-23.655000,-53.833611
SIIT,small_airport,-20.759998,-55.572227
SIIU,small_airport,-19.642052,-48.712231
SIIV,heliport,-27.089266,-48.915188
SIIW,heliport,-23.454078,-46.869999
SIIY,heliport,-15.792832,-47.893910
SIIZ,small_airport,-14.165164,-57.158732
SIJ2,small_airport,-16.566667,-47.616111
SIJ3,small_airport,-20.824649,-50.647305
SIJ6,small_airport,-10.308020,-52.719378
SIJ7,small_airport,-10.337353,-52.243608
SIJ8,small_airport,2.189406,-50.936358
SIJ9,heliport,-16.577636,-49.157778
SIJC,heliport,-22.717752,-45.577753
SIJD,heliport,-23.643649,-46.717826
SIJE,small_airport,-20.013385,-57.389231
SIJF,heliport,-23.585960,-46.683376
SIJG,small_airport,-21.443322,-50.725465
SIJI,heliport,-23.182371,-45.817183
SIJK,small_airport,-17.955000,-46.861668
SIJM,small_airport,-17.144444,-56.597778
SIJN,small_airport,-27.863333,-49.578333
SIJO,small_airport,-18.577222,-57.511111
SIJP,heliport,-22.902269,-43.174295
SIJQ,heliport,-25.582584,-49.396983
SIJR,small_airport,-25.539024,-49.602360
SIJS,small_airport,-3.454720,-47.528613
SIJT,heliport,-21.750123,-41.303068
SIJU,small_airport,-11.790368,-58.456117
SIJW,heliport,-23.657411,-46.653291
SIJX,heliport,-23.591255,-46.681600
SIJY,small_airport,-26.983055,-48.816387
SIJZ,small_airport,-7.394722,-56.764721
SIK2,small_airport,-0.791275,-52.469769
SIK3,heliport,-24.007144,-46.431087
SIK4,small_airport,-3.366389,-43.178889
SIK6,small_airport,-13.262222,-60.942222
SIK7,small_airport,-31.231067,-53.672578
SIK8,small_airport,-11.872655,-52.136389
SIK9,small_airport,-21.223405,-57.483596
SIKA,small_airport,-23.110556,-54.558055
SIKB,heliport,-27.082900,-48.925400
SIKC,small_airport,-10.760403,-55.462283
SIKD,heliport,-23.573529,-46.704490
SIKE,heliport,-3.620365,-38.848136
SIKF,heliport,-23.576687,-46.686659
SIKH,heliport,-23.085377,-47.183039
SIKI,heliport,-14.377818,-39.011089
SIKK,small_airport,-20.250557,-45.645000
SIKL,heliport,-16.709683,-49.238711
SIKM,small_airport,-5.289167,-46.001667
SIKN,small_airport,-5.157222,-45.915558
SIKP,small_airport,-18.303611,-57.506944
SIKQ,small_airport,-7.237056,-57.103969
SIKR,small_airport,-19.581399,-56.085522
SIKS,heliport,-22.442931,-43.106716
SIKT,heliport,-23.583339,-46.670984
SIKV,heliport,-16.608188,-49.191901
SIKW,heliport,-15.930618,-48.925488
SIKX,small_airport,-20.236006,-48.651109
SIKZ,small_airport,-5.663818,-43.536072
SIL1,small_airport,-19.150296,-48.673488
SIL2,small_airport,-10.756728,-55.133358
SIL3,small_airport,-15.662710,-51.870067
SIL4,small_airport,-15.504834,-55.474237
SIL6,small_airport,-10.339053,-55.208994
SIL7,heliport,-5.382830,-49.076452
SIL8,small_airport,-10.497811,-52.293139
SIL9,small_airport,-16.244017,-43.751169
SILA,small_airport,-22.756475,-53.839960
SILC,small_airport,-13.037861,-55.950250
SILE,heliport,-8.579444,-35.128056
SILF,heliport,-23.587857,-46.680372
SILG,small_airport,-13.762288,-58.747817
SILH,heliport,-22.836232,-47.066589
SILJ,small_airport,-0.831374,-52.504075
SILK,heliport,-23.512751,-46.671719
SILM,small_airport,-14.466194,-46.870703
SILP,heliport,-23.152228,-47.267411
SILQ,small_airport,-24.929094,-53.496006
SILR,heliport,-23.595020,-46.684449
SILS,small_airport,-14.636930,-57.608147
SILT,small_airport,-20.228473,-50.968943
SILU,small_airport,-19.865306,-56.987917
SILV,heliport,-23.471493,-46.483487
SIM0,small_airport,-23.933820,-52.275971
SIM3,small_airport,-7.414449,-45.029271
SIM4,small_airport,-13.074358,-59.002242
SIM7,small_airport,-6.420050,-39.278517
SIM8,small_airport,-8.769167,-50.933056
SIM9,small_airport,-16.416233,-52.833931
SIMB,heliport,-23.614697,-46.569200
SIMD,heliport,-23.582725,-46.674814
SIME,small_airport,-5.583771,-47.428032
SIMG,small_airport,-21.096121,-57.716895
SIMJ,small_airport,-18.659201,-49.547600
SIMK,small_airport,-20.592199,-47.382900
SIMM,heliport,-23.587430,-46.672175
SIMO,small_airport,-16.770832,-56.172677
SIMP,heliport,-22.218675,-45.916897
SIMQ,small_airport,-18.208867,-55.753373
SIMR,small_airport,-17.751364,-51.151936
SIMU,small_airport,-22.278524,-52.844485
SIMV,small_airport,-19.838343,-47.849836
SIMW,small_airport,-20.350089,-53.970519
SIMX,small_airport,-15.240833,-56.578056
SIMY,small_airport,-23.211108,-54.095982
SIMZ,small_airport,-17.875572,-54.941565
SIN2,small_airport,-12.245793,-51.837179
SIN3,small_airport,-6.704030,-56.265243
SIN4,small_airport,-6.813645,-49.019358
SIN6,small_airport,2.419444,-60.927500
SIN7,small_airport,-11.077283,-55.772297
SIN9,small_airport,-7.760187,-56.695337
SINB,heliport,-23.829445,-45.388611
SIND,heliport,-13.009093,-38.503983
SINE,heliport,-23.524477,-46.330215
SING,small_airport,-20.556667,-49.288334
SINH,small_airport,-22.643720,-53.562341
SINK,small_airport,-21.874831,-50.872900
SINL,heliport,-27.464166,-48.383043
SINN,small_airport,-8.806944,-46.358891
SINP,small_airport,-21.506016,-56.420438
SINQ,small_airport,-0.790406,-52.488164
SINR,small_airport,-18.007405,-54.009289
SINT,small_airport,-15.193743,-49.376410
SINU,small_airport,-21.923333,-56.706944
SINW,heliport,-21.572616,-47.913834
SINY,heliport,-8.159848,-36.196893
SINZ,small_airport,-25.438527,-50.527904
SIO2,small_airport,-4.395833,-40.375578
SIO3,small_airport,-2.759308,-48.632394
SIO4,small_airport,-25.331439,-51.978144
SIO6,small_airport,-14.860983,-57.900281
SIO7,small_airport,-10.911928,-55.357594
SIO8,small_airport,-10.769456,-55.772906
SIO9,heliport,-23.361086,-47.942667
SIOB,small_airport,-20.818202,-51.266799
SIOC,small_airport,-21.143210,-51.544011
SIOE,small_airport,-25.793554,-53.035909
SIOH,heliport,-21.194765,-44.941453
SIOL,small_airport,-18.322459,-48.844010
SIOO,small_airport,-22.025799,-57.902884
SIOQ,small_airport,-23.505490,-54.309314
SIOR,small_airport,-18.098057,-57.153332
SIOS,small_airport,-22.769395,-53.957269
SIOT,small_airport,-21.488074,-52.407285
SIOW,heliport,-23.569833,-46.643524
SIP3,small_airport,-9.454497,-57.859719
SIP4,heliport,-5.217161,-49.058085
SIP6,small_airport,3.909391,-61.436652
SIP7,small_airport,-7.968465,-49.409412
SIP8,small_airport,-12.639303,-47.397631
SIP9,small_airport,-7.371517,-42.761364
SIPA,small_airport,-21.647157,-46.928262
SIPB,small_airport,-2.448485,-44.120864
SIPD,heliport,-22.902398,-47.048323
SIPE,small_airport,-7.656010,-34.856499
SIPG,small_airport,-14.137595,-51.469531
SIPI,heliport,-23.498096,-46.862307
SIPK,small_airport,-16.497400,-56.422199
SIPN,small_airport,-21.516014,-57.690550
SIPO,small_airport,-14.924167,-41.956669
SIPS,heliport,-19.659320,-44.147551
SIPT,heliport,-22.731765,-47.137803
SIPX,heliport,-22.907754,-47.004265
SIPZ,heliport,-23.676378,-46.618209
SIQ2,small_airport,-11.862615,-45.324205
SIQ3,small_airport,-16.971178,-58.296244
SIQ4,small_airport,-21.811325,-52.931446
SIQ6,small_airport,-19.883333,-53.258389
SIQ7,heliport,-23.353196,-48.962065
SIQ8,small_airport,-12.686822,-41.276133
SIQA,small_airport,-6.407982,-35.044753
SIQC,small_airport,-19.164086,-52.998313
SIQD,small_airport,-20.644541,-54.791619
SIQE,small_airport,-15.937469,-47.726636
SIQF,heliport,-27.378013,-48.530822
SIQG,small_airport,-10.504746,-55.709881
SIQH,heliport,-23.527919,-46.734510
SIQI,small_airport,-30.536381,-50.467404
SIQJ,small_airport,-14.958300,-55.800701
SIQK,small_airport,-22.781533,-47.334557
SIQL,heliport,-26.486726,-49.064770
SIQS,small_airport,-15.375074,-57.131084
SIQU,small_airport,-20.086390,-51.309468
SIQV,small_airport,-12.891057,-58.575030
SIQY,small_airport,-12.628056,-55.945000
SIQZ,small_airport,-15.594296,-46.603227
SIR2,heliport,-22.448846,-44.557287
SIR3,small_airport,-6.791998,-44.386705
SIR4,small_airport,-17.443453,-54.887986
SIR6,heliport,-23.699010,-46.715977
SIR7,small_airport,-19.978083,-57.223828
SIR8,small_airport,-16.392782,-39.553869
